group,No.Genome,No.species,来源*,Species,Ploidy,Filename,annotation_file,Accession name,Order,Family,Clade,APG IV,Chromosome-level,Publish year,Publication,PMID/DOI,Estimated genome size (Mb),Assembled genomesize(Mb),Predicted gene number,Scaffold N50 size (Kb),Contig N50 size(Kb),Sequencing platform,Sequencing platform classification,Country/institution,HiC for scaffoldng,Software of contig assembly,Software of polishing,Software of scaffloding,Software of  HiC scaffoldng,T2T/Pan-genome,Genome links,Annotation links,genome_path,annotation_path
原始数据可用,389,152,??????,Oryza grandigumis,tetraploid,W-100_genome.fasta,W-100_genome.fasta.gff3,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/11/18,Nature Communications,10.1038/s41467-024-54427-3,NA,906.1,81960,NA,21730,PacBio;Illumina,HiFi,China,yes,Hifiasm,NA,NA,3D-DNA;Juicer,no,https://figshare.com/s/32d0ac68cee7f647e1e3,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/W-100_genome.fasta,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/W-100_genome.fasta.gff3
UTR-HUADA问题,390,153,统计条目,Oryza granulata,diploid,GWHAAKB00000000.genome.fasta.gz,PRODUCTION_111_result.gtf,Ecotype: Menghai,Poales,Poaceae,Commelinids,Monocots,yes,2020/4/29,Scientific Data,32350267,785,736.66,40131,916.3,43.9,Illumina,NGS,China,yes,ALLPATHS,NA,SSPACE;LACHESIS,LACHESIS,no,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHAAKB00000000.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_111_result.gtf
Huada_FTP_update,392,154,??????,Oryza latifolia,tetraploid,GCA_048174585.1_Oryza_latifolia_Desv_1.0_genome_genomic.fna.gz,Oryza_latifolia_GCA_048174585.1_Oryza_latifolia_Desv_1.0_genome_genomic.gtf,(CCDD)_PRJNA737486,Poales,Poaceae,Commelinids,Monocots,yes,2025/4/28,Nature Genetics,10.1038/s41588-025-02183-5,NA,1058.40 ,73734,45310,35130,PacBio,Other TGS,Saudi Arabia,no,Mecat2;Canu;Flye,Pilon,Bionano Access;GCPP;Mashmap;HAKMER;RagTag,NA,pan-genome,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_latifolia/GCA_048174585.1_Oryza_latifolia_Desv_1.0_genome_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_latifolia/Oryza_latifolia_GCA_048174585.1_Oryza_latifolia_Desv_1.0_genome_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_latifolia/GCA_048174585.1_Oryza_latifolia_Desv_1.0_genome_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_latifolia/Oryza_latifolia_GCA_048174585.1_Oryza_latifolia_Desv_1.0_genome_genomic.gtf
Huada_FTP_update,394,155,??????,Oryza longiglumis,tetraploid,GCA_048014755.1_ASM4801475v1_genomic.fna.gz,Oryza_longiglumis_GCA_048014755.1_ASM4801475v1_genomic.gtf,(HHJJ)_PRJNA1016142,Poales,Poaceae,Commelinids,Monocots,yes,2025/4/28,Nature Genetics,10.1038/s41588-025-02183-5,NA,1146.78,73324,51170,51170,PacBio,HiFi,Saudi Arabia,no,Hifiasm;HiCanu,Pilon,Bionano Access;GCPP;Mashmap;HAKMER;RagTag,NA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_longiglumis/GCA_048014755.1_ASM4801475v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_longiglumis/Oryza_longiglumis_GCA_048014755.1_ASM4801475v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_longiglumis/GCA_048014755.1_ASM4801475v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_longiglumis/Oryza_longiglumis_GCA_048014755.1_ASM4801475v1_genomic.gtf
Huada_FTP_update,395,156,??????,Oryza longistaminata,diploid,GCA_009805545.1_ASM980554v1_genomic.fna.gz,Oryza_longistaminata_GCA_009805545.1_ASM980554v1_genomic.gtf,IRGC 81967,Poales,Poaceae,Commelinids,Monocots,yes,2020/3/20,The Plant Genome,33016624,347,363.5,35440,6830,46.49,Illumina;PacBio,Other TGS,China,yes,ALLPATHS,NA,LACHESIS,LACHESIS,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_longistaminata/GCA_009805545.1_ASM980554v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_longistaminata/Oryza_longistaminata_GCA_009805545.1_ASM980554v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_longistaminata/GCA_009805545.1_ASM980554v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_longistaminata/Oryza_longistaminata_GCA_009805545.1_ASM980554v1_genomic.gtf
Huada_FTP_update,399,157,??????,Oryza malampuzhaensis,tetraploid,GCA_048564985.1_O_malampuzhaensis_1.0_genomic.fna.gz,Oryza_malampuzhaensis_GCA_048564985.1_O_malampuzhaensis_1.0_genomic.gtf,(BBCC)_PRJNA757598,Poales,Poaceae,Commelinids,Monocots,yes,2025/4/28,Nature Genetics,10.1038/s41588-025-02183-5,NA,934.73,77869,39290,19090,PacBio,Other TGS,Saudi Arabia,no,Mecat2;Canu;Flye,Pilon,Bionano Access;GCPP;Mashmap;HAKMER;RagTag,NA,pan-genome,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_malampuzhaensis/GCA_048564985.1_O_malampuzhaensis_1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_malampuzhaensis/Oryza_malampuzhaensis_GCA_048564985.1_O_malampuzhaensis_1.0_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_malampuzhaensis/GCA_048564985.1_O_malampuzhaensis_1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_malampuzhaensis/Oryza_malampuzhaensis_GCA_048564985.1_O_malampuzhaensis_1.0_genomic.gtf
Huada_FTP_update,403,158,??????,Oryza meridionalis,diploid,GCA_047496205.1_ASM4749620v1_genomic.fna.gz,Oryza_meridionalis_GCA_047496205.1_ASM4749620v1_genomic.gtf,OM1952,Poales,Poaceae,Commelinids,Monocots,yes,2025/4/16,Nature,10.1038/s41586-025-08883-6,NA,NA,38135,NA,NA,PacBio;Illumina;ONT,HiFi;Other TGS,China,no,NextDenovo,Racon,NA,NA,pan-genome,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_meridionalis/GCA_047496205.1_ASM4749620v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_meridionalis/Oryza_meridionalis_GCA_047496205.1_ASM4749620v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_meridionalis/GCA_047496205.1_ASM4749620v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_meridionalis/Oryza_meridionalis_GCA_047496205.1_ASM4749620v1_genomic.gtf
UTR-HUADA问题,404,159,统计条目,Oryza meyeriana,diploid,GCA_047899645.1_ASM4789964v1_genomic.fna.gz,PRODUCTION_99_result.gtf,(GG)_PRJNA1039468,Poales,Poaceae,Commelinids,Monocots,yes,2025/4/28,Nature Genetics,10.1038/s41588-025-02183-5,NA,789.12,45092,66880,66880,PacBio,HiFi,Saudi Arabia,no,Hifiasm;HiCanu,Pilon,Bionano Access;GCPP;Mashmap;HAKMER;RagTag,NA,no,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_047899645.1_ASM4789964v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_99_result.gtf
Huada_FTP_update,406,160,??????,Oryza minuta,tetraploid,GCA_048166525.1_O_minuta_1.0_genomic.fna.gz,Oryza_minuta_GCA_048166525.1_O_minuta_1.0_genomic.gtf,(BBCC)_PRJNA757599,Poales,Poaceae,Commelinids,Monocots,yes,2025/4/28,Nature Genetics,10.1038/s41588-025-02183-5,NA,980.38,74266,41470,20600,PacBio,Other TGS,Saudi Arabia,no,Mecat2;Canu;Flye,Pilon,Bionano Access;GCPP;Mashmap;HAKMER;RagTag,NA,pan-genome,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_minuta/GCA_048166525.1_O_minuta_1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_minuta/Oryza_minuta_GCA_048166525.1_O_minuta_1.0_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_minuta/GCA_048166525.1_O_minuta_1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_minuta/Oryza_minuta_GCA_048166525.1_O_minuta_1.0_genomic.gtf
原始数据可用,408,161,???????,Oryza nivara,NA,GCA_000576065.2_OnivRS2_genomic.fna.gz,Oryza_nivara_GCA_000576065.2_OnivRS2_genomic.gtf,OnivRS2,Poales,Poaceae,Commelinids,Monocots,yes,2021/3/10,NA,GCA_000576065.2,NA,395.534265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/000/576/Oryza_nivara_monocots_OnivRS2_GCA_000576065.2/GCA_000576065.2_OnivRS2_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_000576065.2_OnivRS2_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Oryza_nivara/Oryza_nivara_GCA_000576065.2_OnivRS2_genomic.gtf
原始数据可用,409,162,??????,Oryza officinalis,diploid,OSF.genome.fasta,Oo_V1.new.gff3,MT10,Poales,Poaceae,Commelinids,Monocots,yes,2025/5/13,Rice (New York),10.1186/s12284-025-00769-5,587.25,552.58,33813,44480,44040,Illumina;PacBio,HiFi,China,yes,SOAPdenovo2;Hifiasm,NA,ALLHiC,ALLHiC,no,https://osf.io/y4gb5,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/OSF.genome.fasta,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Oo_V1.new.gff3
Huada_FTP_update,412,163,??????,Oryza punctata,diploid,GCA_000573905.2_OpunRS2_genomic.fna.gz,Oryza_punctata_GCA_000573905.2_OpunRS2_genomic.gtf,IRGC 105690,Poales,Poaceae,Commelinids,Monocots,yes,2023/3/21,Nature Communications,10.1038/s41467-023-37004-y,423,422.39 ,NA,18595,18590,PacBio;Illumina,Other TGS,Saudi Arabia,no,Canu;Falcon;Mecat;Genome Puzzle Master,SMRT-Link,NA,NA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_punctata/GCA_000573905.2_OpunRS2_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_punctata/Oryza_punctata_GCA_000573905.2_OpunRS2_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_punctata/GCA_000573905.2_OpunRS2_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_punctata/Oryza_punctata_GCA_000573905.2_OpunRS2_genomic.gtf
原始数据可用,415,164,??????,Oryza rhizomatis,diploid,W-375_genome.fasta,W-375_genome.fasta.gff3,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/11/18,Nature Communications,10.1038/s41467-024-54427-3,NA,602,44596,NA,45970,PacBio;Illumina,HiFi,China,yes,Hifiasm,NA,NA,3D-DNA;Juicer,no,https://figshare.com/s/32d0ac68cee7f647e1e3,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/W-375_genome.fasta,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/W-375_genome.fasta.gff3
Huada_FTP_update,416,165,??????,Oryza ridleyi,tetraploid,GCA_047772315.1_O_ridleyi_genomic.fna.gz,Oryza_ridleyi_GCA_047772315.1_O_ridleyi_genomic.gtf,(HHJJ)_PRJNA687623,Poales,Poaceae,Commelinids,Monocots,yes,2025/4/28,Nature Genetics,10.1038/s41588-025-02183-5,NA,1202.81,82808,53840,53840,PacBio,Other TGS,Saudi Arabia,no,Mecat2;Canu;Flye,Pilon,Bionano Access;GCPP;Mashmap;HAKMER;RagTag,NA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_ridleyi/GCA_047772315.1_O_ridleyi_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_ridleyi/Oryza_ridleyi_GCA_047772315.1_O_ridleyi_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_ridleyi/GCA_047772315.1_O_ridleyi_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_ridleyi/Oryza_ridleyi_GCA_047772315.1_O_ridleyi_genomic.gtf
Huada_FTP_update,450,166,??????,Oryza rufipogon,diploid,GCA_037997075.1_ASM3799707v1_genomic.fna.gz,Oryza_rufipogon_GCA_037997075.1_ASM3799707v1_genomic.gtf,wild12,Poales,Poaceae,Commelinids,Monocots,yes,2022/4/8,Genome Research,10.1101/gr.276015.121,499.29 ,632.55 ,NA,39320.746,1005.708,ONT;Illumina,Other TGS,China,no,NA,NA,RaGOO,NA,pan-genome,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_rufipogon/GCA_037997075.1_ASM3799707v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_rufipogon/Oryza_rufipogon_GCA_037997075.1_ASM3799707v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_rufipogon/GCA_037997075.1_ASM3799707v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_rufipogon/Oryza_rufipogon_GCA_037997075.1_ASM3799707v1_genomic.gtf
Huada_FTP_update,606,167,??????,Oryza sativa,diploid,JS_YC_W7_genome_v1.fasta.gz,JS_YC_W7_genome_v1.gtf,Nipponbare;improve,Poales,Poaceae,Commelinids,Monocots,yes,2023/8/7,Molecular Plant,10.1016/j.molp.2023.08.003,430,385.710679,57359,NA,31111,PacBio;ONT;Illumina,HiFi,China,yes,Hifiasm,NA,3D-DNA,3D-DNA,T2T,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_sativa/JS_YC_W7_genome_v1.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_sativa/JS_YC_W7_genome_v1.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_sativa/JS_YC_W7_genome_v1.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_sativa/JS_YC_W7_genome_v1.gtf
原始数据可用,955,168,??????,Oryza sativa ssp. japonica var. Zhonghua 11,diploid,GWHGENG00000000.1.genome.fasta.gz,GWHGENG00000000.1.gff.gz,var. Zhonghua 11,Poales,Poaceae,Commelinids,Monocots,yes,2025/10/13,Plant Communications,10.1016/j.xplc.2025.101463,376.8,377.05,56948,NA,31070,Illumina;PacBio;ONT,HiFi;ONT ultra long,China,yes,Hifiasm,NA,Lachesis,Lachesis,T2T,https://ngdc.cncb.ac.cn/gwh/Assembly/98233/show,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHGENG00000000.1.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/GWHGENG00000000.1.gff.gz
原始数据可用,956,169,??????,Oryza schlechteri,tetraploid,GCA_048320915.1_ASM4832091v1_genomic.fna.gz,Oryza_schlechteri_GCA_048320915.1_ASM4832091v1_genomic.gtf,(KKLL[HHKK])_PRJNA1115974,Poales,Poaceae,Commelinids,Monocots,yes,2025/4/28,Nature Genetics,10.1038/s41588-025-02183-5,NA,674.35,70857,28200,22260,PacBio,Other TGS,Saudi Arabia,no,Mecat2;Canu;Flye,Pilon,Bionano Access;GCPP;Mashmap;HAKMER;RagTag,NA,no,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA1115974,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_048320915.1_ASM4832091v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Oryza_schlechteri/Oryza_schlechteri_GCA_048320915.1_ASM4832091v1_genomic.gtf
Huada_FTP_update,958,170,??????,Otatea glauca,tetraploid,GCA_036346275.1_KIB_Ogla_1_genomic.fna.gz,Otatea_glauca_GCA_036346275.1_KIB_Ogla_1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/3/15,Nature Genetics,10.1038/s41588-024-01683-0,1510,1448.63,43141,56749.76 ,1800.23 ,ONT,ONT,China,yes,CANU;SMARTdenovo;NextDenovo,Racon;Nextpolish;Pilon,LACHESIS,BWA;HiC-Pro;LACHESIS,pan-genome,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Otatea_glauca/GCA_036346275.1_KIB_Ogla_1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Otatea_glauca/Otatea_glauca_GCA_036346275.1_KIB_Ogla_1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Otatea_glauca/GCA_036346275.1_KIB_Ogla_1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Otatea_glauca/Otatea_glauca_GCA_036346275.1_KIB_Ogla_1_genomic.gtf
Huada_FTP_update,959,171,??????,Panicum hallii,NA,GCA_002211085.2_PHallii_v3.1_genomic.fna.gz,Panicum_hallii_GCA_002211085.2_PHallii_v3.1_genomic.gtf,HAL2,Poales,Poaceae,Commelinids,Monocots,yes,2018/12/6,Nature Communications,30523281,528,484.6,34396,58200,8300,Illumina;PacBio,Other TGS,USA,no,Mecat,Quiver,NA,NA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Panicum_hallii/GCA_002211085.2_PHallii_v3.1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Panicum_hallii/Panicum_hallii_GCA_002211085.2_PHallii_v3.1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Panicum_hallii/GCA_002211085.2_PHallii_v3.1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Panicum_hallii/Panicum_hallii_GCA_002211085.2_PHallii_v3.1_genomic.gtf
Huada_FTP_update,961,172,??????,Panicum miliaceum,allotetraploid,GCA_038442765.1_ASM3844276v1_genomic.fna.gz,Panicum_miliaceum_GCA_038442765.1_ASM3844276v1_genomic.gtf,AJ8,Poales,Poaceae,Commelinids,Monocots,yes,2024/6/21,Scientific Data,10.1038/s41597-024-03489-5,NA,834.7,63678,NA,48300,PacBio;ONT,HiFi;ONT ultra long,China,yes,Hifiasm;Falcon,Racon,3D-DNA;Juicer,3D-DNA;Juicer,T2T,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Panicum_miliaceum/GCA_038442765.1_ASM3844276v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Panicum_miliaceum/Panicum_miliaceum_GCA_038442765.1_ASM3844276v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Panicum_miliaceum/GCA_038442765.1_ASM3844276v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Panicum_miliaceum/Panicum_miliaceum_GCA_038442765.1_ASM3844276v1_genomic.gtf
原始数据可用,998,173,??????,Panicum sumatrense,tetraploid,Psum.JK8.genome_20250509.fasta,Psum.JK8.genes_20250509.gff3,cv.JK-8,Poales,Poaceae,Commelinids,Monocots,yes,2025/11/29,Nature Communications,10.1038/s41467-025-66716-6,832,850,59045 ,NA,47000,PacBio;ONT,Other TGS,Canada,yes,Hifiasm,NA,EndHiC,HiC-Pro,no,http://www.ncbi.nlm.nih.gov/bioproject/1204366,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/Psum.JK8.genome_20250509.fasta,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Psum.JK8.genes_20250509.gff3
Huada_FTP_update,1000,174,??????,Panicum virgatum,allotetraploid,GCA_016808335.1_P.virgatum_v5_genomic.fna.gz,Panicum_virgatum_GCA_016808335.1_P.virgatum_v5_genomic.gtf,Jingji31_hap1_PRJCA023812?,Poales,Poaceae,Commelinids,Monocots,yes,2025/5/14,Genome Biology,10.1186/s13059-025-03604-8,1190,1143.31,79672,67960,27050,PacBio;Illumina,HiFi,China,yes,HiFiasm,NA,Juicer;3D-DNA,Juicer;3D-DNA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Panicum_virgatum/GCA_016808335.1_P.virgatum_v5_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Panicum_virgatum/Panicum_virgatum_GCA_016808335.1_P.virgatum_v5_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Panicum_virgatum/GCA_016808335.1_P.virgatum_v5_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Panicum_virgatum/Panicum_virgatum_GCA_016808335.1_P.virgatum_v5_genomic.gtf
Huada_FTP_update,1003,175,???????,Paspalum notatum,NA,GCA_022530915.1_ASM2253091v1_genomic.fna.gz,Paspalum_notatum_GCA_022530915.1_ASM2253091v1_genomic.gtf,IICAR_Pnotatum_1.0,Poales,Poaceae,Commelinids,Monocots,yes,2024/2/18,NA,GCA_036689595.1,NA,557.812088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Paspalum_notatum/GCA_022530915.1_ASM2253091v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Paspalum_notatum/Paspalum_notatum_GCA_022530915.1_ASM2253091v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Paspalum_notatum/GCA_022530915.1_ASM2253091v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Paspalum_notatum/Paspalum_notatum_GCA_022530915.1_ASM2253091v1_genomic.gtf
Huada_FTP_update,1004,176,??????,Paspalum vaginatum,diploid,GCA_030272315.1_ASM3027231v1_genomic.fna.gz,Paspalum_vaginatum_GCA_030272315.1_ASM3027231v1_genomic.gtf,clone PI 509022,Poales,Poaceae,Commelinids,Monocots,yes,2022/12/13,Nature Communications,10.1038/s41467-022-35507-8,590,646.9,45843,44500,1500,PacBio;Illumina,Other TGS,USA,no,Mecat,Quiver,NA,NA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Paspalum_vaginatum/GCA_030272315.1_ASM3027231v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Paspalum_vaginatum/Paspalum_vaginatum_GCA_030272315.1_ASM3027231v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Paspalum_vaginatum/GCA_030272315.1_ASM3027231v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Paspalum_vaginatum/Paspalum_vaginatum_GCA_030272315.1_ASM3027231v1_genomic.gtf
UTR-HUADA问题,1005,177,统计条目,Pennisetum giganteum,tetraploid,Pgi_genome.fasta.gz,PRODUCTION_90_result.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2023/7/21,BMC Biology,10.1186/s12915-023-01643-w,1900,2030,85313,NA,88470,PacBio;Illumina,HiFi,China,yes,Hifiasm,NA,3D-DNA,3D-DNA,no,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/Pgi_genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_90_result.gtf
非UTR-缺注释,1009,178,统计条目,Pennisetum glaucum,diploid,GCA_020739535.1_ASM2073953v1_genomic.fna.gz,PRODUCTION_57_result.gtf,PI526529,Poales,Poaceae,Commelinids,Monocots,yes,2023/3/2,Nature Genetics,10.1038/s41588-023-01302-4,1843.66,1974.39,36451,286980,79180,PacBio;Illumina,HiFi,China,yes,Hifiasm,NA,ALLHIC;BioNano Access,ALLHIC,pan-genome,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_020739535.1_ASM2073953v1_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_020739535.1_ASM2073953v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_57_result.gtf
UTR-HUADA问题,1020,179,统计条目,Pennisetum purpureum,tetraploid,elepant_grass_genome.fasta,PRODUCTION_105_result.gtf,CIAT6263,Poales,Poaceae,Commelinids,Monocots,yes,2022/3/29,Molecular Ecology Resources,10.1111/1755-0998.13612,2130,2070,77139,8470,2900,ONT;Illumina,Other TGS,China,yes,SMARTdenovo,Pilon,BioNano Access;LACHESIS,LACHESIS,no,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/elepant_grass_genome.fasta,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_105_result.gtf
Huada_FTP_update,1022,180,??????,Pharus latifolius,diploid,GCA_019359835.1_ASM1935983v1_genomic.fna.gz,Pharus_latifolius_GCA_019359835.1_ASM1935983v1_genomic.gtf,CRB03-4-1,Poales,Poaceae,Commelinids,Monocots,yes,2021/1/25,The Plant Cell,10.1093/plcell/koab015,1034,1002.88,32007,NA,5090,PacBio;Illumina,Other TGS,China,yes,Falcon,Arrow;Pilon,LACHESIS,LACHESIS,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Pharus_latifolius/GCA_019359835.1_ASM1935983v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Pharus_latifolius/Pharus_latifolius_GCA_019359835.1_ASM1935983v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Pharus_latifolius/GCA_019359835.1_ASM1935983v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Pharus_latifolius/Pharus_latifolius_GCA_019359835.1_ASM1935983v1_genomic.gtf
原始数据可用,1024,181,???????,Phleum pratense,NA,GCA_965605815.1_lpPhlPrat1.hap1.1_genomic.fna.gz,Phleum_pratense_GCA_965605815.1_lpPhlPrat1.hap1.1_genomic.gtf,timothy,Poales,Poaceae,Commelinids,Monocots,yes,2025/7/7,NA,GCA_965605815.1,NA,1462.0122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/965/605/Phleum_pratense_timothy_grass_lpPhlPrat1.hap1.1_GCA_965605815.1/GCA_965605815.1_lpPhlPrat1.hap1.1_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_965605815.1_lpPhlPrat1.hap1.1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Phleum_pratense/Phleum_pratense_GCA_965605815.1_lpPhlPrat1.hap1.1_genomic.gtf
